name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
Cafe White eye,"206, Cafe White Eye International Finance Center, VIP Rd, Vesu, Surat, Gujarat 395007",,063563 53531,,4.5,cafe,,surat,gujarat,"206, Cafe White Eye International Finance Center"
Kaffyn,"204, Orbit 2, Vesu Canal Rd, Bharthana, Surat, Gujarat 395007",,095584 74855,,4.2,cafe,,surat,gujarat,"204, Orbit 2"
Fenster Cafe,"216, 2nd floor, Sunday Hub, Aamba Talavadi, Aadarsh Society, Katargam, Surat, Gujarat 395004",instagram.com,070462 00025,,4.8,cafe,,surat,gujarat,"216, 2nd floor"
Rasta Street Cafe-Vip Road,"G-47 AMBROSIA BUSINESS HUB, VIP Rd, Vesu, Surat, Gujarat 395007",,093276 39226,,4.2,cafe,,surat,gujarat,"G-47 AMBROSIA BUSINESS HUB, VIP Rd"
MOJAAVAA (Nescafe Parlor),"opp. Kargil Chowk, Himgiri Society, Piplod, Surat, Gujarat 395007",,093275 04002,,4.3,cafe,,surat,gujarat,"opp. Kargil Chowk, Himgiri Society"
Good Day's Cafe,"Barkari bhavan, Aai Mata Rd, near unity hospital, Surat, Gujarat 395010",,098334 16640,,4.2,cafe,,surat,gujarat,"Barkari bhavan, Aai Mata Rd"
Stories Cafe,"Stories Cafe, beside Surat Gymkhana, behind Iscon Mall, Piplod, Surat, Gujarat 395007",,063538 37452,,4.2,cafe,,surat,gujarat,"Stories Cafe, beside Surat Gymkhana"
You & Me Cafe,"101, first floor, midas squer, Surat",,,,4.4,cafe,,surat,gujarat,"101, first floor"
Coffee Culture - The Ristorante Lounge,"101, first floor, midas squer, Surat",,,,4.4,cafe,,surat,gujarat,"101, first floor"
Raada Resto & Cafe,"A-302, Aagam Marg, viviana, Vesu, Surat, Gujarat 395007",mymenu.codrads.com,099988 68498,,4.7,cafe,,surat,gujarat,"A-302, Aagam Marg"
Safal Square,"A-302, Aagam Marg, viviana, Vesu, Surat, Gujarat 395007",mymenu.codrads.com,099988 68498,,4.7,cafe,,surat,gujarat,"A-302, Aagam Marg"
The Billionaires Cafe,"Shop No 36, Santok Park, nr. Sumukh Circle, Dindoli, Surat, Gujarat 394210",,084697 25150,,4.8,cafe,,surat,gujarat,"Shop No 36, Santok Park"
Dhakad Cafe (25Tea),"Shop No 36, Santok Park, nr. Sumukh Circle, Dindoli, Surat, Gujarat 394210",,084697 25150,,4.8,cafe,,surat,gujarat,"Shop No 36, Santok Park"
Blowup Cafe,"G-6, Helios, Galaxy Circle, Adajan, next to Surat, Peoples Bank, Pal Gam, Surat, Gujarat 395009",dkassociate.in,099799 32037,,4.6,cafe,,surat,gujarat,"G-6, Helios"
The Star Cafe,"G-6, Helios, Galaxy Circle, Adajan, next to Surat, Peoples Bank, Pal Gam, Surat, Gujarat 395009",dkassociate.in,099799 32037,,4.6,cafe,,surat,gujarat,"G-6, Helios"
7star coffee cafe,"Alankar Residency, B/H, Surat - Kamrej Hwy, Kapodra Police Station, Mamata Park Society-1, Kapodra Patiya, Surat, Ahmedabad, Gujarat 395006",,,,4.5,cafe,,surat,gujarat,"Alankar Residency, B/H"
𝐋𝐚 𝐂𝐚𝐟𝐞𝐭𝐞𝐫𝐢𝐚 | 𝐁𝐞𝐬𝐭 𝐜𝐚𝐟𝐞 𝐈𝐧 𝐒𝐮𝐫𝐚𝐭 | 𝐁𝐞𝐬𝐭 𝐂𝐚𝐟𝐞 𝐈𝐧 𝐕𝐞𝐬𝐮,"F- 107, 1st Floor, International Business Center, Piplod, Gaurav Path, Road, Dumas Rd, Piplod, Surat, Gujarat 395007",sites.google.com,093270 55035,,4.8,cafe,,surat,gujarat,"F- 107, 1st Floor"
Jack & Queen's Cafe,"5VMC+6VF, Shakti Nagar, Surat, Gujarat 395012",,,,4.4,cafe,,surat,gujarat,"5VMC+6VF, Shakti Nagar"
The Good Stuff | New Citylight,"G3, Samarth Acquisti, New City Light Rd, New Tirumala, Bharthana, Surat, Gujarat 395007",thegoodstuff.cafe,095747 92753,,4.3,cafe,,surat,gujarat,"G3, Samarth Acquisti"
Cave Coffee,"255,256, School 257Laxmi Enclave 2, opposite Gajera Road, Rajanand Society, Ram Nagar Society, Katargam, Surat, Gujarat 395004",instagram.com,06355 714 733,,4.2,cafe,,surat,gujarat,"255,256"
Dugout Turf & Sundowners Cafe,"Umra Gam, Athwa, Surat, Gujarat 395007",,,,4.5,cafe,,surat,gujarat,"Umra Gam, Athwa"
The Last Order by Engine Cafe,"Umra Gam, Athwa, Surat, Gujarat 395007",,,,4.5,cafe,,surat,gujarat,"Umra Gam, Athwa"
SUNRISER CAFE & RESTRO,"G-4 , ASTHA CORPORATE CAPITAL NEAR SHYAM MANDIR, VIP Rd, Surat, Gujarat 395007",,076003 40079,,4.5,cafe,,surat,gujarat,"G-4 , ASTHA CORPORATE CAPITAL NEAR SHYAM MANDIR"
Zest House,"5th floor , sahil enclave, next to cluster, Parle Point, Surat, Gujarat 395007",app.jod-e.com,099047 89000,,3.9,cafe,,surat,gujarat,"5th floor , sahil enclave"
Heartbeat Cafe,"G9, business center, 1st floor, 128-A, Karadva - Dindoli Rd, Surat, Gujarat 394210",,093139 96583,,4.4,cafe,,surat,gujarat,"G9, business center"
Bogo Cafe,"LAKE VIEW APARTMENT, L-2, Dumas Rd, nr. Kargil Chowk, Nandi Park Society, Piplod, Surat, Gujarat 395007",,,,4.4,cafe,,surat,gujarat,"LAKE VIEW APARTMENT, L-2"
Coffee castle cafe,"G-16 GROUND FLOOR safal square, Vesu, Surat, Gujarat 395007",,,,4.9,cafe,,surat,gujarat,"G-16 GROUND FLOOR safal square, Vesu"
Driftt Cafe,"Vesu, Surat, Gujarat 395007",,,,4.1,cafe,,surat,gujarat,"Vesu, Surat"
Coffee Culture,"Dumas Rd, New Magdalla, Surat, Gujarat 395007",coffeeculture.co.in,0261 413 3313,,4.2,cafe,,surat,gujarat,"Dumas Rd, New Magdalla"
Ajay's Café City Light Surat,"UG/6, Corner Point, Shop No. UG/1 To, opp. Sejal Appt, City Light Town, Athwa, Surat, Gujarat 395007",ajays.co.in,070962 12212,,4.5,cafe,,surat,gujarat,"UG/6, Corner Point"
Salado cafe surat | Exotic Salad Boutique,"Shop no. 121 & 122, Salado cafe, AR Mall, Panvel Point, Mota Varachha, Surat, Gujarat 394105",link.zomato.com,088667 01554,,4.8,cafe,,surat,gujarat,"Shop no. 121 & 122, Salado cafe"
Blue Vanilla Patisserie & Cafe,"Shop no. 121 & 122, Salado cafe, AR Mall, Panvel Point, Mota Varachha, Surat, Gujarat 394105",link.zomato.com,088667 01554,,4.8,cafe,,surat,gujarat,"Shop no. 121 & 122, Salado cafe"
Dream's Cafe,"Shop no. 121 & 122, Salado cafe, AR Mall, Panvel Point, Mota Varachha, Surat, Gujarat 394105",link.zomato.com,088667 01554,,4.8,cafe,,surat,gujarat,"Shop no. 121 & 122, Salado cafe"
Hot Cups Kafe,"4VV9+H8Q, Karadva Gam, Surat, Gujarat 394210",,,,4.2,cafe,,surat,gujarat,"4VV9+H8Q, Karadva Gam"
Tea Villa Cafe,"66-68 Laxmi Nagar, Chandanvan Society, Udhana, Surat, Gujarat 394221",teavilla.in,080808 50000,,4.0,cafe,,surat,gujarat,"66-68 Laxmi Nagar, Chandanvan Society"
The Cafe 4 You,"66-68 Laxmi Nagar, Chandanvan Society, Udhana, Surat, Gujarat 394221",teavilla.in,080808 50000,,4.0,cafe,,surat,gujarat,"66-68 Laxmi Nagar, Chandanvan Society"
Coffee Time Cafe,"Coffee time cafe 135 G9 bussiness Center, Karadva - Dindoli Rd, Karadva Gam, Surat, Gujarat 394210",,072659 41208,,4.0,cafe,,surat,gujarat,"Coffee time cafe 135 G9 bussiness Center, Karadva - Dindoli Rd"
Gate To Goa,"Back Side VR Mall, Next To SMC Magdalah Party Plot,Champa Gali, Surat - Dumas Rd, Surat, Gujarat 395007",,099090 90928,,4.3,cafe,,surat,gujarat,"Back Side VR Mall, Next To SMC Magdalah Party Plot"
Cafe La Casa Lucido,"5VV8+957, Parvat Patia Canal Rd, Shubhash Nagar, Gandhi Nagar, Royal Park Society, Yoginagar Society, Surat, Gujarat 395010",,,,4.3,cafe,,surat,gujarat,"5VV8+957, Parvat Patia Canal Rd"
Epiquria - at The Roof,"5VV8+957, Parvat Patia Canal Rd, Shubhash Nagar, Gandhi Nagar, Royal Park Society, Yoginagar Society, Surat, Gujarat 395010",,,,4.3,cafe,,surat,gujarat,"5VV8+957, Parvat Patia Canal Rd"
THE GARLIC KNOT PIZZA & CAFE VESU SURAT,"Green orchard, 11, Udhana - Magdalla Rd, Vesu, Surat, Gujarat 395007",linktr.ee,091062 93261,,4.6,cafe,,surat,gujarat,"Green orchard, 11"
Green Vibes Cafe,"Green orchard, 11, Udhana - Magdalla Rd, Vesu, Surat, Gujarat 395007",linktr.ee,091062 93261,,4.6,cafe,,surat,gujarat,"Green orchard, 11"
1990 by Crazy Bite - Cafe & Banquets,"Dumas Rd, near Kargil Chowk, Himgiri Society, Piplod, Surat, Gujarat 395007",instagram.com,074055 99699,,4.3,cafe,,surat,gujarat,"Dumas Rd, near Kargil Chowk"
Madras Cafe,"Dumas Rd, near Kargil Chowk, Himgiri Society, Piplod, Surat, Gujarat 395007",instagram.com,074055 99699,,4.3,cafe,,surat,gujarat,"Dumas Rd, near Kargil Chowk"
Cafe N Rendezvous,"Shop No 3, International Trade Center Building, Cafe N Rendezvous Thakshila Apartment, B I T C, Majura Gate, Surat, Gujarat 395002",,099748 34565,,3.9,cafe,,surat,gujarat,"Shop No 3, International Trade Center Building"
Don’s Cafe,"Shop no 1-2, Vaishnavdevi Complex, Dumas Rd, near Volkswagen Showroom, Nandi Park Society, Piplod, Surat, Gujarat 395007",,099133 11303,,4.3,cafe,,surat,gujarat,"Shop no 1-2, Vaishnavdevi Complex"
THE GARLIC KNOT PIZZA & CAFE ADAJAN SURAT,"G4 - G5, EON SQUARE, Subhash Chandra Bose Marg, beside shell petrol pump, Adajan, Surat, Gujarat 395009",,0261 400 2244,,4.6,cafe,,surat,gujarat,"G4 - G5, EON SQUARE"
The Jineshwaram Cafe,"7-8-9 Raj Ratna Enclave, Opp Shreepad by Park Arena, Adajan, Pal Gam, Surat, Gujarat 395009",,,,4.8,cafe,,surat,gujarat,"7-8-9 Raj Ratna Enclave, Opp Shreepad by Park Arena"
Lower Ground Coffee,"LG-5,6,19, Megh Mayur Plaza, Marriott road, Parle Point Cir, opp. Jani Farsan, Parle Point, Surat, Gujarat 395007",linktr.ee,098791 80081,,4.5,cafe,,surat,gujarat,"LG-5,6"
The Good Stuff | Ghod Dod Rd,"G-1, Ground floor, Leela Avenue, Ghod Dod Rd, Adarsh Society, Athwa, Surat, Gujarat 395001",,095747 92753,,4.4,cafe,,surat,gujarat,"G-1, Ground floor"
"Ajay's Café Gujarat Gas Circle, Surat","Shop No.03,G1, Muktanand Nagar Rd, near Ashirwad Surgical Hospital, Premjinagar Society-1, Muktanand Nagar, Adajan, Surat, Gujarat 395009",ajays.co.in,097375 40006,,4.8,cafe,,surat,gujarat,"Shop No.03,G1"
The Street Cafe by Ab's Kitchen,"B-11, VIP Rd, Vesu, Surat, Gujarat 395007",,,,4.7,cafe,,surat,gujarat,"B-11, VIP Rd"
Ajay's Nanpura Surat,"Shop No. 1/530, Kubbs corner, opp. Kailash Sweets, Kharwawad, Nanpura, Surat, Gujarat 395001",ajays.co.in,063521 79011,,4.1,cafe,,surat,gujarat,"Shop No. 1/530, Kubbs corner"
Cafe 36,"Ganga Residency, A/8, Causeway Rd, opp. Veer Maghmaya Circle, Industrial Area, Singanpor, Surat, Gujarat 395004",,,,4.9,cafe,,surat,gujarat,"Ganga Residency, A/8"
Zoop Cafe,"E-5, Anand Mahal Rd, Khodiyar Nagar, Muktanand Nagar, Adajan, Surat, Gujarat 395009",,,,4.8,cafe,,surat,gujarat,"E-5, Anand Mahal Rd"
To Go Coffee,"Phoniex Market, opp. Aagam Vivianna, near Florancce Appt, Vesu, Surat, Gujarat 395007",togocoffee.jellycake.in,083470 23216,,4.7,cafe,,surat,gujarat,"Phoniex Market, opp. Aagam Vivianna"
Brew Together Cafe,"Atlanta business hub, G 53, VIP Rd, opposite chroma, Bharthana, Surat, Gujarat 395007",,,,4.0,cafe,,surat,gujarat,"Atlanta business hub, G 53"
Happiness Cafe,"5Q3X+34M, New City Light, Althan, Surat, Gujarat 395007",,,,4.2,cafe,,surat,gujarat,"5Q3X+34M, New City Light"
Tea Post,"Shop No 2/3, Ground floor, Leela Avenue, Ghod Dod Rd, Adarsh Society, Athwa, Surat, Gujarat 395001",teapost.in,096648 86149,,4.0,cafe,,surat,gujarat,"Shop No 2/3, Ground floor"
SnowEra,"Shop No-14-15, Aagam Emporio, Near Harley Davidson Showroom Udhna, Udhana - Magdalla Rd, Vesu, Surat, Gujarat 395007",instagram.com,098204 02016,,4.4,cafe,,surat,gujarat,"Shop No-14-15, Aagam Emporio"
"Ajay's Café - L P Savani, Adajan, Surat","Shop No.8, Mahalaxmi Square, LP Savani Cir, L.P.Savani, Surat, Gujarat 394510",ajays.co.in,095123 62436,,4.3,cafe,,surat,gujarat,"Shop No.8, Mahalaxmi Square"
Zoop Cafe,"G-41, J9 High Street, Vesu Canal Rd, Vesu, Surat, Gujarat 395007",zoopcafe.com,091210 18655,,5.0,cafe,,surat,gujarat,"G-41, J9 High Street"
Eatalio's Cafe,"Ground Floor, Prime Shoppers, Opposite Safal Square, Vesu, Vesu, 395002 Udhna Magdalla Road, Althan, Surat, Gujarat 395017",,,,4.3,cafe,,surat,gujarat,"Ground Floor, Prime Shoppers"
FRESH SIPS,"Rajmahal Complex, Vesu, Surat, Gujarat 395007",instagram.com,063547 44734,,4.9,cafe,,surat,gujarat,"Rajmahal Complex, Vesu"
Leonardo Italian Mediterranean Dining,"3rd Floor, Surat - Dumas Rd, behind Iscon Mall, inside SpiceVilla Restaurant, Piplod, Surat, Gujarat 395007",leonardorestaurant.in,074358 88008,,4.1,cafe,,surat,gujarat,"3rd Floor, Surat - Dumas Rd"
Coco Cafe,"4VV8+7JR, Udhana, Surat, Gujarat 394210",,,,4.2,cafe,,surat,gujarat,"4VV8+7JR, Udhana"
Cream 'N' Crust Cafe,"Surat Tennis Club Rd, near KLASSIC RESTAURANT, Chopati, Athwalines, Athwa, Surat, Gujarat 395001",,074051 13399,,5.0,cafe,,surat,gujarat,"Surat Tennis Club Rd, near KLASSIC RESTAURANT"
Bombay To Brooklyn Cafe,"5QMM+G6M, Adajan Gam, Surat, Gujarat 394510",,,,4.7,cafe,,surat,gujarat,"5QMM+G6M, Adajan Gam"
World Of Desserts,"G4, Leela Avenue, Ghod Dod Rd, opp. St Xavier’s School, Adarsh Society, Athwa, Surat, Gujarat 395007",,063532 71710,,4.4,cafe,,surat,gujarat,"G4, Leela Avenue"
The Cafe Dew,"Ground Floor, B Wing Swastik Universal, Surat - Dumas Rd, Surat, Gujarat 395007",,098798 03213,,3.7,cafe,,surat,gujarat,"Ground Floor, B Wing Swastik Universal"
Thyme & Whisk - Fine Dine Restaurant in Surat | Jain/Vegan Restaurant,"Shop B, Ground Floor, Signature Next to Honda Showroom, near Iskon Mall, Piplod, Surat, Gujarat 395007",trinetraventure.com,081548 99998,,4.5,cafe,,surat,gujarat,"Shop B, Ground Floor"
Shakti Farm & Cafe,"Shakti Farm and cafe circle, Vesu Canal Rd, near SBL lawns anthem, beside Outer ring road, Ambanagar, Kosmada, Surat, Gujarat 395006",,099790 61220,,5.0,cafe,,surat,gujarat,"Shakti Farm and cafe circle, Vesu Canal Rd"
N.S. Cafe Diet Food & Pizza,"119, adarsh soc, nr. Gokulam Dairy Road, Athwalianes, Surat, Gujarat 395001",,094268 25574,,4.4,cafe,,surat,gujarat,"119, adarsh soc"
Coffee Cafe,"Exiito, Jahangir Pura, Surat, Gujarat 395005",,,,4.3,cafe,,surat,gujarat,"Exiito, Jahangir Pura"
Creative Universe Cafe,"ROAD, behind EXUALT MALL, nr. SIDDHIVINAYAK MANDIR, AP Market, Harinagar-2, Harinagar, Vesu, Surat, Gujarat 394210",,,,5.0,cafe,,surat,gujarat,"ROAD, behind EXUALT MALL"
Kekiz Cakes & Cafe,"Kekiz the cake shop, Shop No. 24 RJD Business plaza, Nr, Millenium Park, Surat, Gujarat 394210",,095373 92160,,4.3,cafe,,surat,gujarat,"Kekiz the cake shop, Shop No. 24 RJD Business plaza"
Purple flame Story - Cafe in Surat,"Chanakyapuri Society, Jeevkar Nagar, Athwa, Surat, Gujarat 395001",,,,,cafe,,surat,gujarat,"Chanakyapuri Society, Jeevkar Nagar"
Mr. Cafe,"Shop.No. 5, Milestone Atlantis, Someshwar Junction Udhna- Magdalla Rd, University Rd, Vesu, Surat, Gujarat 395007",mrhospitality.in,092745 93745,,4.2,cafe,,surat,gujarat,"Shop.No. 5, Milestone Atlantis"
A Dating Cafe,"207- Rajmandir corner, beside VR mall, Udhana - Magdalla Rd, opp. vastu luxuriya, Dumas, 395017",,,,5.0,cafe,,surat,gujarat,"207- Rajmandir corner, beside VR mall"
Shom Nath Restaurant,"G 1 Ground Floor, New Bamroli Rd, Surat, Gujarat 394210",,098257 43079,,4.3,cafe,,surat,gujarat,"G 1 Ground Floor, New Bamroli Rd"
New Kapp's Corner,"G 1 Ground Floor, New Bamroli Rd, Surat, Gujarat 394210",,098257 43079,,4.3,cafe,,surat,gujarat,"G 1 Ground Floor, New Bamroli Rd"
Somnath Tea House,"Heryana Mewat Rd, Goga Place, Aman Society, Bhatena, Surat, Gujarat 394210",,099131 92102,,4.1,cafe,,surat,gujarat,"Heryana Mewat Rd, Goga Place"
Waff Cafe,"Heryana Mewat Rd, Goga Place, Aman Society, Bhatena, Surat, Gujarat 394210",,099131 92102,,4.1,cafe,,surat,gujarat,"Heryana Mewat Rd, Goga Place"
RATLAM CAFE HOUSE,"147, 80 Feet Rd, Aanjada Nagar, Bhatena, Surat, Gujarat 394210",,,,5.0,cafe,,surat,gujarat,"147, 80 Feet Rd"
Cafe Ajay's,"5RCQ+5X3, Udhna 3 Rasta, Udhna Udhyog Nagar, Udhana, Surat, Gujarat 394210",,,,,cafe,,surat,gujarat,"5RCQ+5X3, Udhna 3 Rasta"
Ratlam Cafe House,"5RQ7+7X4, Main Road, Timaliawad, Nanpura, Surat, Gujarat 395001",,088661 02888,,3.0,cafe,,surat,gujarat,"5RQ7+7X4, Main Road"
"Ajay's - VIP Road, Vesu","4QVW+GWM, G-31, VIP Plaza, VIP Rd, near Shyam Baba Mandir, Vesu, Surat, Gujarat 395007",ajays.co.in,076210 40040,,4.1,cafe,,surat,gujarat,"4QVW+GWM, G-31"
"Ajay's - DR World, Surat","Shop No 12, Swagat Complex, Aai Mata Rd, opposite DR World, Parvat Patiya, Surat, Gujarat 395010",ajays.co.in,091042 66122,,4.4,cafe,,surat,gujarat,"Shop No 12, Swagat Complex"
Maharaja amruttulya,"Shop No 12, Swagat Complex, Aai Mata Rd, opposite DR World, Parvat Patiya, Surat, Gujarat 395010",ajays.co.in,091042 66122,,4.4,cafe,,surat,gujarat,"Shop No 12, Swagat Complex"
Kanha's Cafe,"Shop no 19, Mangaldeep complex, Bhatar Rd, Swami Gunatit Nagar, Sanskar Nagar, Athwa, Surat, Gujarat 395001",,,,,cafe,,surat,gujarat,"Shop no 19, Mangaldeep complex"
Mcdonald's,"24, Reliance Mega Mall, RSM 09, RSM, 26, Ring Rd, opposite Passport Office, Surat, Gujarat 394210",mcdelivery.co.in,089283 04337,,4.4,cafe,,surat,gujarat,"24, Reliance Mega Mall"
