name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
NUTBUT - A DRYFRUITS SHOP RAJKOT,"SHOP NO. 2 ADESHWAR COMPLEX OPP. KOTECHA GIRLS SCHOOL KOTECHA MAIN ROAD, Amin Marg, Rajkot, Gujarat 360001",nutbut.in,063588 63742,,4.6,shop,,rajkot,gujarat,"SHOP NO. 2 ADESHWAR COMPLEX OPP. KOTECHA GIRLS SCHOOL KOTECHA MAIN ROAD, Amin Marg"
RADHE GENERAL STORE,"Krishnanagar Main Rd, opp. RMC qatar, Haridwar Society, Panchsheel Wadi, Samrat Industrial Area, Rajkot, Gujarat 360004",,099240 35038,,4.5,shop,,rajkot,gujarat,"Krishnanagar Main Rd, opp. RMC qatar"
Lifestyle Stores,"RK Supreme, 150 Feet Ring Rd, Padmi Society, Nana Mava, Rajkot, Gujarat 360005",stores.lifestylestores.com,1800 123 1555,,4.1,shop,,rajkot,gujarat,"RK Supreme, 150 Feet Ring Rd"
"VIVO Exclusive Store (Bharat Electronics, Rajkot)","Khodiyar Complex, Pedak Rd, Rajkot, Gujarat 360003",vivo.com,098252 09157,,4.8,shop,,rajkot,gujarat,"Khodiyar Complex, Pedak Rd"
Shree Nathji Gift Shop,"2, Rushikesh Apartment, Junction Plot Main Rd, Post Office Building, Junction Plot, Rajkot, Gujarat 360001",,098255 51465,,4.0,shop,,rajkot,gujarat,"2, Rushikesh Apartment"
NAVRANG SEASON STORE,"Manjul, Sardar Nagar Main Rd, Sardarnagar, near Astron chowk, Rajkot, Gujarat 360001",,093741 26198,,5.0,shop,,rajkot,gujarat,"Manjul, Sardar Nagar Main Rd"
Maruti Shopping Stores,"Patel Kanaiya Chhatralay, University Rd, Archana Society, Panchayat Nagar, Rajkot, Gujarat 360005",,075750 89855,,4.9,shop,,rajkot,gujarat,"Patel Kanaiya Chhatralay, University Rd"
Jay Books,"9, Umesh Commercial Complex, Near Chaudhary High School, Near Civil Hospital, Sadar, Rajkot, Gujarat 360001",,099252 36984,,4.0,shop,,rajkot,gujarat,"9, Umesh Commercial Complex"
ORCHID WALL DECOR - Best Wallpaper Store Rajkot | Mattress Store | PVC & Wood Flooring | Curtains | Blinds | Sofa Fabrics,"KRISHNA CONARCH-2, 10, Tagore Rd, beside POOJA CERAMIC, Godown Road Corner, GIDC UdhyogNagar, Bhakti Nagar, Rajkot, Gujarat 360002",orchidwalldecor.com,090306 00378,,4.8,shop,,rajkot,gujarat,"KRISHNA CONARCH-2, 10"
Golden Super Market,"Shop No. 1, 5, Nandanvan, Indian Park, Rajkot, Gujarat 360005",,099250 77077,,4.0,shop,,rajkot,gujarat,"Shop No. 1, 5"
Samsung Experience Store - Nevil Network - Rajkot,"17/19, Vidya Nagar Main Rd, Manhar Plot, Bhakti Nagar, Rajkot, Gujarat 360002",samsungexclusivestores.in,098245 29748,,4.0,shop,,rajkot,gujarat,"17/19, Vidya Nagar Main Rd"
NUTBUT - A DRYFRUITS SHOP RAJKOT,"Shop No 8, Golden view complex, Arjun park, Nr SBI bank, Nana Mava Main Rd, Rajkot, Gujarat 360005",nutbut.in,088668 16682,,4.8,shop,,rajkot,gujarat,"Shop No 8, Golden view complex"
Computer shop Rajkot - ANJALI INFOCOM INDIA,"ANJALI INFOCOM INDIA, Golden Plaza, 105-106, Tagore Rd, Kalyan Society, Bhaktinagar Station Plot, Bhakti Nagar, Rajkot, Gujarat 360002",anjalirajkot.com,093270 53131,,4.9,shop,,rajkot,gujarat,"ANJALI INFOCOM INDIA, Golden Plaza"
Rajavir Agencies,"Radhamegh Tower, Mochi Bazar, Old walled City, Rajkot, Gujarat 360001",,0281 223 8666,,4.3,shop,,rajkot,gujarat,"Radhamegh Tower, Mochi Bazar"
ASICS STORE,"Asics Store, Ground Floor, Jagnath Corner, Dr Yagnik Rd, opp. D H College, Rajkot, Gujarat 360001",asics.com,090810 90360,,4.0,shop,,rajkot,gujarat,"Asics Store, Ground Floor"
"N P Store - Return Gift, Fancy Stationary, Water Bottles, Lunch Boxes, Toys & Gift Articles","Panchyat Chowk, Milap Nagar Main Road, University Rd, Rajkot, Gujarat 360007",,098795 10743,,5.0,shop,,rajkot,gujarat,"Panchyat Chowk, Milap Nagar Main Road"
Radhe General Store,"8R4G+JF6, Pedak Rd, Satellite Chowk, Gujarat Society, Arya Nagar, Rajkot, Gujarat 360003",,096875 10692,,4.1,shop,,rajkot,gujarat,"8R4G+JF6, Pedak Rd"
Bhagyashree Stores,"7QJQ+V5Q, Laxmi Nagar, Chandreshnagar, Rajkot, Gujarat 360004",,,,4.3,shop,,rajkot,gujarat,"7QJQ+V5Q, Laxmi Nagar"
A SUN STUDIO,"Jagnath plot street, 6, Gymkhana Road, opposite Hotel Nova, Havana, Rajkot, Gujarat 360001",,088495 96233,,5.0,shop,,rajkot,gujarat,"Jagnath plot street, 6"
